x_extract,x,z_extract,z
0.558030560271647,0.548692560271647,0.3117225950783,0.3171515950783
0.571477079796265,0.562139079796265,0.303489932885906,0.308918932885906
0.584617996604414,0.575279996604414,0.296331096196868,0.301760096196868
0.601426146010187,0.592088146010187,0.285592841163311,0.291021841163311
0.618234295415959,0.608896295415959,0.277360178970917,0.282789178970917
0.62893039049236,0.61959239049236,0.270917225950783,0.276346225950783
0.641154499151104,0.631816499151104,0.264832214765101,0.270261214765101
0.65918505942275,0.64984705942275,0.255525727069351,0.260954727069351
0.674770797962649,0.665432797962649,0.249082774049217,0.254511774049217
0.68974533106961,0.68040733106961,0.242997762863535,0.248426762863535
0.707164685908319,0.697826685908319,0.236912751677852,0.242341751677852
0.72427843803056,0.71494043803056,0.229753914988814,0.235182914988814
0.738641765704584,0.729303765704584,0.225816554809843,0.231245554809843
0.754227504244482,0.744889504244482,0.219731543624161,0.225160543624161
0.770118845500849,0.760780845500849,0.235480984340045,0.240909984340045
0.782037351443124,0.772699351443124,0.246935123042506,0.252364123042506
0.759728353140917,0.750390353140917,0.218657718120805,0.224086718120805
0.765840407470289,0.756502407470289,0.224742729306488,0.230171729306488
0.793955857385399,0.784617857385399,0.255883668903803,0.261312668903803
0.808319185059423,0.798981185059423,0.261252796420582,0.266681796420582
0.818404074702886,0.809066074702886,0.262326621923937,0.267755621923937
0.830322580645161,0.820984580645161,0.261968680089485,0.267397680089485
0.847130730050934,0.837792730050934,0.256957494407159,0.262386494407159
0.858438030560272,0.849100030560272,0.25158836689038,0.25701736689038
0.865772495755518,0.856434495755518,0.24407158836689,0.24950058836689
0.870967741935484,0.861629741935484,0.23834451901566,0.24377351901566
0.875551782682513,0.866213782682513,0.23082774049217,0.23625674049217
0.877691001697793,0.868353001697793,0.220805369127517,0.226234369127517
0.878607809847199,0.869269809847199,0.212572706935123,0.218001706935123
0.879830220713073,0.870492220713073,0.204340044742729,0.209769044742729
0.883191850594228,0.873853850594228,0.190022371364653,0.195451371364653
0.885636672325976,0.876298672325976,0.182863534675615,0.188292534675615
0.892054329371817,0.882716329371817,0.180357941834452,0.185786941834452
0.898777589134126,0.889439589134126,0.178926174496644,0.184355174496644
